,COAST,date,Farenheit_Temperature,Inches_Rain
1932,11439.79,2024-03-25 06:00:00,20.2565,0.0
1933,11863.07,2024-03-25 07:00:00,20.2565,0.0
1934,12026.14,2024-03-25 08:00:00,20.456501,0.0
1935,12350.85,2024-03-25 09:00:00,22.0565,0.2
1936,12569.76,2024-03-25 10:00:00,22.3065,0.6
1937,12785.6,2024-03-25 11:00:00,21.706501,0.4
1938,12998.9,2024-03-25 12:00:00,23.8065,0.0
1939,13081.13,2024-03-25 13:00:00,25.7565,0.1
1940,13044.31,2024-03-25 14:00:00,21.1565,2.3
1941,12938.88,2024-03-25 15:00:00,22.5565,0.0
1942,12933.5,2024-03-25 16:00:00,23.2565,0.0
1943,13024.11,2024-03-25 17:00:00,23.6565,0.0
1944,12969.61,2024-03-25 18:00:00,23.456501,0.0
1945,12653.01,2024-03-25 19:00:00,21.8065,0.0
1946,12531.71,2024-03-25 20:00:00,17.7565,0.0
1947,12094.71,2024-03-25 21:00:00,17.0565,0.0
1948,11483.16,2024-03-25 22:00:00,15.8065,0.0
1949,10762.58,2024-03-25 23:00:00,14.4565,0.0
1950,9837.85,2024-03-26 01:00:00,14.856501,0.0
1951,9632.06,2024-03-26 02:00:00,14.7565,0.0
1952,9551.9,2024-03-26 03:00:00,14.6565,0.1
1953,9658.84,2024-03-26 04:00:00,14.106501,0.0
1954,10138.91,2024-03-26 05:00:00,13.106501,0.0
1955,10844.72,2024-03-26 06:00:00,11.7065,0.0
1956,11115.27,2024-03-26 07:00:00,10.5065,0.0
1957,11206.83,2024-03-26 08:00:00,11.2065,0.0
1958,11336.12,2024-03-26 09:00:00,11.9565,0.0
1959,11398.59,2024-03-26 10:00:00,13.2565,0.0
1960,11418.43,2024-03-26 11:00:00,14.7065,0.0
1961,11351.95,2024-03-26 12:00:00,16.206501,0.0
1962,11454.7,2024-03-26 13:00:00,17.5565,0.0
1963,11549.47,2024-03-26 14:00:00,18.7565,0.0
1964,11750.59,2024-03-26 15:00:00,19.5065,0.0
1965,11969.59,2024-03-26 16:00:00,19.8565,0.0
1966,12079.33,2024-03-26 17:00:00,19.7565,0.0
1967,11955.45,2024-03-26 18:00:00,19.3065,0.0
1968,11916.02,2024-03-26 19:00:00,17.8565,0.0
1969,12019.87,2024-03-26 20:00:00,15.856501,0.0
1970,11645.18,2024-03-26 21:00:00,15.1565,0.0
1971,11012.02,2024-03-26 22:00:00,14.0065,0.0
1972,10448.65,2024-03-26 23:00:00,13.0565,0.0
1973,9779.46,2024-03-27 01:00:00,11.5565,0.0
1974,9642.8,2024-03-27 02:00:00,11.0565,0.0
1975,9654.64,2024-03-27 03:00:00,10.606501,0.0
1976,9779.13,2024-03-27 04:00:00,10.2065,0.0
1977,10316.33,2024-03-27 05:00:00,9.9565,0.0
1978,11016.72,2024-03-27 06:00:00,9.606501,0.0
1979,11408.34,2024-03-27 07:00:00,10.3065,0.0
1980,11506.36,2024-03-27 08:00:00,11.0565,0.0
1981,11709.9,2024-03-27 09:00:00,11.9565,0.0
1982,11747.0,2024-03-27 10:00:00,13.4065,0.0
1983,11696.77,2024-03-27 11:00:00,14.5565,0.0
1984,11700.88,2024-03-27 12:00:00,16.8065,0.0
1985,11723.14,2024-03-27 13:00:00,16.956501,0.0
1986,11716.09,2024-03-27 14:00:00,17.5065,0.0
1987,11693.63,2024-03-27 15:00:00,17.9065,0.0
1988,11537.97,2024-03-27 16:00:00,17.6065,0.0
1989,11469.29,2024-03-27 17:00:00,17.0565,0.1
1990,11383.38,2024-03-27 18:00:00,17.4065,0.0
1991,11457.76,2024-03-27 19:00:00,16.8065,0.0
1992,11658.01,2024-03-27 20:00:00,13.9065,0.0
1993,11412.82,2024-03-27 21:00:00,13.2065,0.0
1994,10906.15,2024-03-27 22:00:00,13.606501,0.0
1995,10398.05,2024-03-27 23:00:00,13.606501,0.0
1996,9747.82,2024-03-28 01:00:00,11.9565,0.0
1997,9651.09,2024-03-28 02:00:00,12.7065,0.0
1998,9653.18,2024-03-28 03:00:00,12.4065,0.0
1999,9855.27,2024-03-28 04:00:00,12.106501,0.0
2000,10402.85,2024-03-28 05:00:00,11.9565,0.0
2001,11123.39,2024-03-28 06:00:00,10.0565,0.0
2002,11424.72,2024-03-28 07:00:00,8.5065,0.0
2003,11436.26,2024-03-28 08:00:00,8.7565,0.0
2004,11498.5,2024-03-28 09:00:00,11.5065,0.0
2005,11528.15,2024-03-28 10:00:00,15.5065,0.0
2006,11561.08,2024-03-28 11:00:00,18.0565,0.0
2007,11651.73,2024-03-28 12:00:00,19.6565,0.0
2008,11848.3,2024-03-28 13:00:00,20.7565,0.0
2009,12037.73,2024-03-28 14:00:00,21.5565,0.0
2010,12285.54,2024-03-28 15:00:00,22.0565,0.0
2011,12490.69,2024-03-28 16:00:00,22.6065,0.0
2012,12528.7,2024-03-28 17:00:00,22.706501,0.0
2013,12309.03,2024-03-28 18:00:00,22.0565,0.0
2014,12112.94,2024-03-28 19:00:00,18.6565,0.0
2015,12120.26,2024-03-28 20:00:00,17.6565,0.0
2016,11816.96,2024-03-28 21:00:00,16.3565,0.0
2017,11322.94,2024-03-28 22:00:00,15.606501,0.0
2018,10792.97,2024-03-28 23:00:00,15.0565,0.0
2019,10109.37,2024-03-29 01:00:00,14.6565,0.0
2020,9867.02,2024-03-29 02:00:00,14.4565,0.0
2021,9831.04,2024-03-29 03:00:00,14.2065,0.0
2022,9932.32,2024-03-29 04:00:00,14.0065,0.0
2023,10190.01,2024-03-29 05:00:00,13.9565,0.0
2024,10497.19,2024-03-29 06:00:00,13.856501,0.0
2025,10750.6,2024-03-29 07:00:00,13.7065,0.0
2026,11065.12,2024-03-29 08:00:00,14.856501,0.0
2027,11407.29,2024-03-29 09:00:00,17.8065,0.0
2028,11670.28,2024-03-29 10:00:00,20.6065,0.0
2029,11880.98,2024-03-29 11:00:00,22.206501,0.0
2030,12033.65,2024-03-29 12:00:00,23.206501,0.0
2031,12204.15,2024-03-29 13:00:00,23.706501,0.0
2032,12336.68,2024-03-29 14:00:00,23.8565,0.0
2033,12343.54,2024-03-29 15:00:00,23.5565,0.0
2034,12518.93,2024-03-29 16:00:00,22.9065,0.0
2035,12530.88,2024-03-29 17:00:00,22.3065,0.0
2036,12224.56,2024-03-29 18:00:00,21.6065,0.0
2037,11960.2,2024-03-29 19:00:00,20.3065,0.0
2038,11964.74,2024-03-29 20:00:00,19.1065,0.0
2039,11683.3,2024-03-29 21:00:00,18.3565,0.0
2040,11292.23,2024-03-29 22:00:00,17.456501,0.0
2041,10875.66,2024-03-29 23:00:00,17.0565,0.0
2042,10045.42,2024-03-30 01:00:00,16.5065,0.0
2043,9815.75,2024-03-30 02:00:00,16.9065,0.0
2044,9710.17,2024-03-30 03:00:00,17.0565,0.0
2045,9691.41,2024-03-30 04:00:00,16.5565,0.0
2046,9767.16,2024-03-30 05:00:00,16.1565,0.0
2047,9941.11,2024-03-30 06:00:00,15.7065,0.0
2048,10042.86,2024-03-30 07:00:00,15.1565,0.0
2049,10371.57,2024-03-30 08:00:00,17.1565,0.0
2050,10889.17,2024-03-30 09:00:00,19.5565,0.0
2051,11394.15,2024-03-30 10:00:00,21.7565,0.0
2052,11779.91,2024-03-30 11:00:00,24.0065,0.0
2053,11964.92,2024-03-30 12:00:00,24.4065,0.0
2054,12015.78,2024-03-30 13:00:00,25.1065,0.0
2055,12019.15,2024-03-30 14:00:00,25.706501,0.0
2056,11978.01,2024-03-30 15:00:00,25.206501,0.0
2057,11976.04,2024-03-30 16:00:00,25.1565,0.0
2058,11955.14,2024-03-30 17:00:00,24.4065,0.0
2059,11865.43,2024-03-30 18:00:00,24.0065,0.0
2060,11913.11,2024-03-30 19:00:00,22.706501,0.0
2061,12053.55,2024-03-30 20:00:00,20.956501,0.0
2062,11984.04,2024-03-30 21:00:00,19.456501,0.0
2063,11699.23,2024-03-30 22:00:00,19.206501,0.0
2064,11267.5,2024-03-30 23:00:00,19.1065,0.0
2065,10504.32,2024-03-31 01:00:00,18.206501,0.0
2066,10254.04,2024-03-31 02:00:00,18.0065,0.0
2067,10080.44,2024-03-31 03:00:00,18.2565,0.0
2068,10018.89,2024-03-31 04:00:00,18.7565,0.0
2069,10064.57,2024-03-31 05:00:00,19.706501,0.0
2070,10229.16,2024-03-31 06:00:00,19.456501,0.0
2071,10376.02,2024-03-31 07:00:00,19.2565,0.0
2072,10710.25,2024-03-31 08:00:00,21.3065,0.0
2073,11138.56,2024-03-31 09:00:00,22.206501,0.3
2074,11633.17,2024-03-31 10:00:00,23.6065,0.1
2075,12134.04,2024-03-31 11:00:00,25.0065,0.0
2076,12641.92,2024-03-31 12:00:00,25.7565,0.2
2077,12973.7,2024-03-31 13:00:00,26.6565,0.0
2078,13073.62,2024-03-31 14:00:00,27.4065,0.0
2079,13050.76,2024-03-31 15:00:00,26.5565,0.0
2080,13013.37,2024-03-31 16:00:00,27.0565,0.0
2081,13028.84,2024-03-31 17:00:00,25.8565,0.0
2082,12896.17,2024-03-31 18:00:00,25.1065,0.0
2083,12861.54,2024-03-31 19:00:00,23.7565,0.0
2084,13008.86,2024-03-31 20:00:00,21.7565,0.0
2085,12948.14,2024-03-31 21:00:00,21.0065,0.0
2086,12552.7,2024-03-31 22:00:00,21.6065,0.0
2087,11995.63,2024-03-31 23:00:00,21.956501,0.0
2088,11051.97,2024-04-01 01:00:00,22.3065,0.0
2089,10844.46,2024-04-01 02:00:00,22.2565,0.0
2090,10784.27,2024-04-01 03:00:00,22.2565,0.0
2091,10910.96,2024-04-01 04:00:00,22.1565,0.0
2092,11351.65,2024-04-01 05:00:00,22.1565,0.0
2093,11849.0,2024-04-01 06:00:00,22.206501,0.0
2094,12170.21,2024-04-01 07:00:00,22.0065,0.0
2095,12343.9,2024-04-01 08:00:00,22.8065,0.0
2096,12621.63,2024-04-01 09:00:00,23.6565,0.0
2097,12998.08,2024-04-01 10:00:00,24.8065,0.0
2098,13357.5,2024-04-01 11:00:00,26.1565,0.0
2099,13757.37,2024-04-01 12:00:00,27.0065,0.0
2100,14009.49,2024-04-01 13:00:00,27.3065,0.0
2101,14317.04,2024-04-01 14:00:00,27.956501,0.0
2102,14545.56,2024-04-01 15:00:00,28.206501,0.0
2103,14490.43,2024-04-01 16:00:00,28.1065,0.0
2104,14485.59,2024-04-01 17:00:00,27.6065,0.0
2105,14331.36,2024-04-01 18:00:00,26.4065,0.0
2106,14168.45,2024-04-01 19:00:00,25.3065,0.0
2107,14245.28,2024-04-01 20:00:00,23.706501,0.0
2108,13947.19,2024-04-01 21:00:00,23.1565,0.0
2109,13352.34,2024-04-01 22:00:00,23.1065,0.0
2110,12784.75,2024-04-01 23:00:00,22.7565,0.0
2111,11757.11,2024-04-02 01:00:00,22.3565,0.1
2112,11405.63,2024-04-02 02:00:00,22.6065,0.3
2113,11273.45,2024-04-02 03:00:00,21.8565,0.0
2114,11333.22,2024-04-02 04:00:00,21.1565,0.0
2115,11671.1,2024-04-02 05:00:00,21.4065,0.3
2116,12061.46,2024-04-02 06:00:00,21.956501,1.1
2117,12105.09,2024-04-02 07:00:00,21.1065,0.0
2118,12051.98,2024-04-02 08:00:00,20.5065,1.4
2119,12189.66,2024-04-02 09:00:00,20.956501,0.0
2120,12563.15,2024-04-02 10:00:00,22.3065,0.0
2121,13001.6,2024-04-02 11:00:00,24.456501,0.0
2122,13368.43,2024-04-02 12:00:00,25.706501,0.0
2123,13821.81,2024-04-02 13:00:00,26.4065,0.0
2124,14284.49,2024-04-02 14:00:00,26.6565,0.0
2125,14729.29,2024-04-02 15:00:00,26.6065,0.0
2126,14919.25,2024-04-02 16:00:00,26.1065,0.0
2127,14759.76,2024-04-02 17:00:00,24.9065,0.0
2128,14131.22,2024-04-02 18:00:00,23.3065,0.0
2129,13362.79,2024-04-02 19:00:00,21.3565,0.0
2130,12868.9,2024-04-02 20:00:00,19.7565,0.0
2131,12236.4,2024-04-02 21:00:00,18.2565,0.0
2132,11517.27,2024-04-02 22:00:00,16.9065,0.0
2133,10720.86,2024-04-02 23:00:00,16.1065,0.0
2134,9583.28,2024-04-03 01:00:00,14.8065,0.0
2135,9365.85,2024-04-03 02:00:00,14.2565,0.0
2136,9307.43,2024-04-03 03:00:00,13.6565,0.0
2137,9458.14,2024-04-03 04:00:00,13.0065,0.0
2138,9948.12,2024-04-03 05:00:00,12.0065,0.0
2139,10652.78,2024-04-03 06:00:00,11.1565,0.0
2140,10857.23,2024-04-03 07:00:00,10.6565,0.0
2141,10975.12,2024-04-03 08:00:00,12.0065,0.0
2142,11106.72,2024-04-03 09:00:00,14.356501,0.0
2143,11213.92,2024-04-03 10:00:00,16.4065,0.0
2144,11303.87,2024-04-03 11:00:00,18.4065,0.0
2145,11463.7,2024-04-03 12:00:00,20.1565,0.0
2146,11722.14,2024-04-03 13:00:00,21.4065,0.0
2147,11990.16,2024-04-03 14:00:00,22.456501,0.0
2148,12232.86,2024-04-03 15:00:00,23.206501,0.0
2149,12465.95,2024-04-03 16:00:00,23.6065,0.0
2150,12637.08,2024-04-03 17:00:00,23.706501,0.0
2151,12483.07,2024-04-03 18:00:00,23.3065,0.0
2152,12186.54,2024-04-03 19:00:00,21.956501,0.0
2153,12102.92,2024-04-03 20:00:00,19.456501,0.0
2154,11745.34,2024-04-03 21:00:00,18.0065,0.0
2155,11087.39,2024-04-03 22:00:00,17.0565,0.0
2156,10365.22,2024-04-03 23:00:00,15.9565,0.0
2157,9550.4,2024-04-04 01:00:00,13.2565,0.0
2158,9361.84,2024-04-04 02:00:00,13.0065,0.0
2159,9331.38,2024-04-04 03:00:00,12.0065,0.0
2160,9449.48,2024-04-04 04:00:00,11.5065,0.0
2161,9928.01,2024-04-04 05:00:00,11.3065,0.0
2162,10628.94,2024-04-04 06:00:00,11.0565,0.0
2163,10866.13,2024-04-04 07:00:00,11.4565,0.0
2164,10992.4,2024-04-04 08:00:00,13.4065,0.0
2165,11207.07,2024-04-04 09:00:00,16.5065,0.0
2166,11449.14,2024-04-04 10:00:00,19.5065,0.0
2167,11710.24,2024-04-04 11:00:00,22.1065,0.0
2168,11919.09,2024-04-04 12:00:00,23.8065,0.0
2169,12346.27,2024-04-04 13:00:00,24.9065,0.0
2170,12824.41,2024-04-04 14:00:00,25.7565,0.0
2171,13401.44,2024-04-04 15:00:00,26.456501,0.0
2172,13839.7,2024-04-04 16:00:00,27.0065,0.0
2173,14083.76,2024-04-04 17:00:00,27.206501,0.0
2174,13845.55,2024-04-04 18:00:00,26.6565,0.0
2175,13244.17,2024-04-04 19:00:00,24.1565,0.0
2176,13054.21,2024-04-04 20:00:00,23.0565,0.0
2177,12657.15,2024-04-04 21:00:00,18.956501,0.0
2178,11977.75,2024-04-04 22:00:00,17.7565,0.0
2179,11180.29,2024-04-04 23:00:00,16.8565,0.0
2180,10138.08,2024-04-05 01:00:00,16.1065,0.0
2181,9893.17,2024-04-05 02:00:00,15.856501,0.0
2182,9800.09,2024-04-05 03:00:00,15.3065,0.0
2183,9899.24,2024-04-05 04:00:00,14.7065,0.0
2184,10372.55,2024-04-05 05:00:00,14.0565,0.0
2185,10996.86,2024-04-05 06:00:00,13.8065,0.0
2186,11159.54,2024-04-05 07:00:00,13.9065,0.0
2187,11440.13,2024-04-05 08:00:00,15.9065,0.0
2188,11826.37,2024-04-05 09:00:00,18.6565,0.0
2189,12208.86,2024-04-05 10:00:00,21.1565,0.0
2190,12616.25,2024-04-05 11:00:00,23.4065,0.0
2191,13176.59,2024-04-05 12:00:00,25.456501,0.0
2192,13821.8,2024-04-05 13:00:00,27.0065,0.0
2193,14435.62,2024-04-05 14:00:00,28.0565,0.0
2194,14931.08,2024-04-05 15:00:00,29.0065,0.0
2195,15147.77,2024-04-05 16:00:00,29.706501,0.0
2196,15042.37,2024-04-05 17:00:00,29.1065,0.0
2197,14438.19,2024-04-05 18:00:00,27.6565,0.0
2198,13685.18,2024-04-05 19:00:00,25.4065,0.0
2199,13229.11,2024-04-05 20:00:00,22.0065,0.0
2200,12633.19,2024-04-05 21:00:00,20.0565,0.0
2201,12009.07,2024-04-05 22:00:00,18.5065,0.0
2202,11428.46,2024-04-05 23:00:00,17.5065,0.0
2203,10422.39,2024-04-06 01:00:00,16.6565,0.0
2204,10111.83,2024-04-06 02:00:00,16.6065,0.0
2205,9965.34,2024-04-06 03:00:00,16.7565,0.0
2206,9917.15,2024-04-06 04:00:00,16.6065,0.0
2207,10004.83,2024-04-06 05:00:00,16.6565,0.0
2208,10240.21,2024-04-06 06:00:00,16.6565,0.0
2209,10365.31,2024-04-06 07:00:00,16.8565,0.0
2210,10846.76,2024-04-06 08:00:00,18.456501,0.0
2211,11466.88,2024-04-06 09:00:00,20.9065,0.0
2212,11947.74,2024-04-06 10:00:00,23.1565,0.0
2213,12395.2,2024-04-06 11:00:00,24.8565,0.0
2214,12637.57,2024-04-06 12:00:00,25.0565,0.0
2215,12729.01,2024-04-06 13:00:00,25.456501,0.0
2216,12809.21,2024-04-06 14:00:00,25.206501,0.0
2217,12807.96,2024-04-06 15:00:00,25.0565,0.0
2218,12710.06,2024-04-06 16:00:00,25.4065,0.0
2219,12531.75,2024-04-06 17:00:00,25.3065,0.0
2220,12404.93,2024-04-06 18:00:00,24.0065,0.0
2221,12402.67,2024-04-06 19:00:00,22.956501,0.0
2222,12464.53,2024-04-06 20:00:00,21.956501,0.0
2223,12325.83,2024-04-06 21:00:00,21.5065,0.0
2224,11977.03,2024-04-06 22:00:00,21.206501,0.0
2225,11539.21,2024-04-06 23:00:00,20.8065,0.0
2226,10758.59,2024-04-07 01:00:00,20.6065,0.0
2227,10415.96,2024-04-07 02:00:00,20.206501,0.0
2228,10300.2,2024-04-07 03:00:00,20.3065,0.0
2229,10299.67,2024-04-07 04:00:00,21.1565,0.0
2230,10336.42,2024-04-07 05:00:00,21.5565,0.0
2231,10452.9,2024-04-07 06:00:00,21.706501,0.0
2232,10471.56,2024-04-07 07:00:00,21.5565,0.2
2233,10938.95,2024-04-07 08:00:00,21.5065,0.5
2234,11684.3,2024-04-07 09:00:00,22.6065,0.4
2235,12604.26,2024-04-07 10:00:00,23.8565,0.0
2236,13422.23,2024-04-07 11:00:00,25.3565,0.4
2237,14214.4,2024-04-07 12:00:00,25.1565,0.5
2238,14673.24,2024-04-07 13:00:00,26.3565,0.1
2239,14950.5,2024-04-07 14:00:00,26.7565,0.2
2240,15009.21,2024-04-07 15:00:00,26.6565,0.2
2241,14894.23,2024-04-07 16:00:00,26.2565,0.8
2242,14619.28,2024-04-07 17:00:00,25.9065,0.6
2243,14236.05,2024-04-07 18:00:00,26.0065,0.0
2244,13841.01,2024-04-07 19:00:00,25.5565,0.1
2245,13703.02,2024-04-07 20:00:00,23.6065,0.2
2246,13388.96,2024-04-07 21:00:00,22.4065,0.0
2247,12805.03,2024-04-07 22:00:00,21.8565,0.0
2248,12144.52,2024-04-07 23:00:00,21.3565,0.0
2249,11263.43,2024-04-08 01:00:00,21.1065,0.0
2250,10995.95,2024-04-08 02:00:00,21.456501,0.0
2251,10889.08,2024-04-08 03:00:00,21.6065,0.0
2252,11006.77,2024-04-08 04:00:00,21.7565,0.0
2253,11499.14,2024-04-08 05:00:00,21.706501,0.3
2254,12106.54,2024-04-08 06:00:00,21.7565,0.3
2255,12358.65,2024-04-08 07:00:00,21.6065,0.1
2256,12583.23,2024-04-08 08:00:00,21.7565,0.7
2257,12955.39,2024-04-08 09:00:00,22.956501,0.1
2258,13373.77,2024-04-08 10:00:00,23.956501,0.4
2259,13603.6,2024-04-08 11:00:00,22.9065,0.5
2260,13738.88,2024-04-08 12:00:00,23.0065,0.3
2261,13501.82,2024-04-08 13:00:00,23.206501,0.1
2262,13632.2,2024-04-08 14:00:00,22.706501,1.2
2263,14130.82,2024-04-08 15:00:00,22.0565,9.6
2264,14129.16,2024-04-08 16:00:00,22.3065,4.2
2265,13865.42,2024-04-08 17:00:00,23.6565,0.0
2266,13595.41,2024-04-08 18:00:00,22.3065,0.3
2267,13638.58,2024-04-08 19:00:00,22.206501,0.5
2268,13723.08,2024-04-08 20:00:00,22.956501,0.0
2269,13577.41,2024-04-08 21:00:00,22.7565,0.0
2270,13053.69,2024-04-08 22:00:00,22.8065,0.0
2271,12406.77,2024-04-08 23:00:00,22.8565,0.0
2272,11568.32,2024-04-09 01:00:00,22.6065,0.0
2273,11316.53,2024-04-09 02:00:00,22.3565,0.1
2274,11181.76,2024-04-09 03:00:00,22.3065,0.0
2275,11264.53,2024-04-09 04:00:00,22.4065,0.2
2276,11651.64,2024-04-09 05:00:00,22.456501,0.7
2277,12179.35,2024-04-09 06:00:00,21.8565,0.3
2278,12336.48,2024-04-09 07:00:00,21.706501,0.7
2279,12497.19,2024-04-09 08:00:00,21.8565,0.0
2280,13038.29,2024-04-09 09:00:00,23.0565,0.0
2281,13564.98,2024-04-09 10:00:00,24.4065,0.2
2282,13967.23,2024-04-09 11:00:00,25.956501,0.0
2283,14051.76,2024-04-09 12:00:00,26.706501,0.0
2284,14183.7,2024-04-09 13:00:00,26.6065,0.2
2285,14207.99,2024-04-09 14:00:00,26.8065,0.8
2286,14151.14,2024-04-09 15:00:00,23.706501,8.2
2287,13928.25,2024-04-09 16:00:00,23.2565,0.7
2288,13902.04,2024-04-09 17:00:00,23.8565,0.1
2289,13750.83,2024-04-09 18:00:00,24.706501,0.0
2290,13748.14,2024-04-09 19:00:00,23.5065,0.2
2291,13875.65,2024-04-09 20:00:00,20.956501,0.3
2292,13642.99,2024-04-09 21:00:00,20.206501,0.1
2293,13130.92,2024-04-09 22:00:00,19.4065,1.9
2294,12415.96,2024-04-09 23:00:00,19.456501,0.0
2295,11318.65,2024-04-10 01:00:00,20.0065,0.9
2296,10995.13,2024-04-10 02:00:00,19.956501,1.2
2297,10539.95,2024-04-10 03:00:00,19.1065,11.7
2298,10198.82,2024-04-10 04:00:00,19.3065,11.6
2299,10353.68,2024-04-10 05:00:00,19.4065,1.0
2300,10904.72,2024-04-10 06:00:00,19.206501,0.7
2301,11163.28,2024-04-10 07:00:00,19.3065,2.1
2302,11379.43,2024-04-10 08:00:00,18.956501,0.0
2303,11635.76,2024-04-10 09:00:00,20.5065,0.0
2304,12016.09,2024-04-10 10:00:00,20.956501,0.2
2305,12491.6,2024-04-10 11:00:00,21.1065,0.1
2306,12536.48,2024-04-10 12:00:00,21.6065,0.5
2307,12672.27,2024-04-10 13:00:00,21.1065,0.0
2308,13050.74,2024-04-10 14:00:00,22.456501,0.0
2309,13075.08,2024-04-10 15:00:00,23.0565,0.0
2310,12978.04,2024-04-10 16:00:00,22.5065,0.0
2311,12892.38,2024-04-10 17:00:00,22.456501,0.0
2312,12564.86,2024-04-10 18:00:00,22.1065,0.0
2313,12286.32,2024-04-10 19:00:00,20.956501,0.0
2314,12233.76,2024-04-10 20:00:00,19.0065,0.0
2315,11864.67,2024-04-10 21:00:00,18.1065,0.0
2316,11209.62,2024-04-10 22:00:00,17.7565,0.0
2317,10489.02,2024-04-10 23:00:00,17.1065,0.0
2318,9598.33,2024-04-11 01:00:00,16.206501,0.0
2319,9375.77,2024-04-11 02:00:00,15.856501,0.0
2320,9255.36,2024-04-11 03:00:00,15.606501,0.0
2321,9365.79,2024-04-11 04:00:00,15.4065,0.0
2322,9812.98,2024-04-11 05:00:00,15.2065,0.0
2323,10432.59,2024-04-11 06:00:00,14.9565,0.0
2324,10672.76,2024-04-11 07:00:00,14.4565,0.0
2325,10886.58,2024-04-11 08:00:00,14.856501,0.0
2326,11200.88,2024-04-11 09:00:00,16.706501,0.0
2327,11451.46,2024-04-11 10:00:00,18.706501,0.0
2328,11615.72,2024-04-11 11:00:00,20.706501,0.0
2329,11749.0,2024-04-11 12:00:00,22.5065,0.0
2330,12125.12,2024-04-11 13:00:00,23.956501,0.0
2331,12454.34,2024-04-11 14:00:00,24.9065,0.0
2332,12854.46,2024-04-11 15:00:00,25.5565,0.0
2333,13176.66,2024-04-11 16:00:00,25.706501,0.0
2334,13396.93,2024-04-11 17:00:00,25.2565,0.0
2335,13112.41,2024-04-11 18:00:00,24.206501,0.0
2336,12484.15,2024-04-11 19:00:00,22.3065,0.0
2337,12383.36,2024-04-11 20:00:00,19.6565,0.0
2338,12040.29,2024-04-11 21:00:00,18.4065,0.0
2339,11409.14,2024-04-11 22:00:00,17.3065,0.0
2340,10644.31,2024-04-11 23:00:00,16.1565,0.0
2341,9655.44,2024-04-12 01:00:00,14.0565,0.0
2342,9442.99,2024-04-12 02:00:00,13.0065,0.0
2343,9324.61,2024-04-12 03:00:00,12.5065,0.0
2344,9416.02,2024-04-12 04:00:00,12.1565,0.0
2345,9881.02,2024-04-12 05:00:00,11.6565,0.0
2346,10530.69,2024-04-12 06:00:00,11.6565,0.0
2347,10672.17,2024-04-12 07:00:00,11.8065,0.0
2348,10952.18,2024-04-12 08:00:00,14.606501,0.0
2349,11311.21,2024-04-12 09:00:00,17.4065,0.0
2350,11629.64,2024-04-12 10:00:00,19.956501,0.0
2351,11895.29,2024-04-12 11:00:00,21.8565,0.0
2352,12221.22,2024-04-12 12:00:00,23.0565,0.0
2353,12635.97,2024-04-12 13:00:00,23.8065,0.0
2354,13045.31,2024-04-12 14:00:00,24.3065,0.0
2355,13575.27,2024-04-12 15:00:00,24.5565,0.0
2356,13940.38,2024-04-12 16:00:00,24.5065,0.0
2357,13990.46,2024-04-12 17:00:00,23.956501,0.0
2358,13480.42,2024-04-12 18:00:00,22.956501,0.0
2359,12843.82,2024-04-12 19:00:00,20.956501,0.0
2360,12569.28,2024-04-12 20:00:00,19.0565,0.0
2361,12128.36,2024-04-12 21:00:00,17.7565,0.0
2362,11577.48,2024-04-12 22:00:00,17.1065,0.0
2363,10938.73,2024-04-12 23:00:00,16.1065,0.0
2364,9931.46,2024-04-13 01:00:00,14.2565,0.0
2365,9638.89,2024-04-13 02:00:00,14.5565,0.0
2366,9475.09,2024-04-13 03:00:00,14.2565,0.0
2367,9417.83,2024-04-13 04:00:00,14.1565,0.0
2368,9520.49,2024-04-13 05:00:00,13.2565,0.0
2369,9788.9,2024-04-13 06:00:00,12.9565,0.0
2370,9965.32,2024-04-13 07:00:00,13.0065,0.0
2371,10343.24,2024-04-13 08:00:00,16.2565,0.0
2372,10850.64,2024-04-13 09:00:00,19.0565,0.0
2373,11331.39,2024-04-13 10:00:00,21.706501,0.0
2374,11757.2,2024-04-13 11:00:00,23.2565,0.0
2375,12174.52,2024-04-13 12:00:00,24.5065,0.0
2376,12607.61,2024-04-13 13:00:00,25.5565,0.0
2377,12971.28,2024-04-13 14:00:00,25.956501,0.0
2378,13307.91,2024-04-13 15:00:00,25.706501,0.0
2379,13507.66,2024-04-13 16:00:00,25.2565,0.0
2380,13476.85,2024-04-13 17:00:00,24.5065,0.0
2381,13135.28,2024-04-13 18:00:00,23.4065,0.0
2382,12703.72,2024-04-13 19:00:00,22.0065,0.0
2383,12590.28,2024-04-13 20:00:00,20.3565,0.0
2384,12302.43,2024-04-13 21:00:00,19.6065,0.0
2385,11862.42,2024-04-13 22:00:00,18.9065,0.0
2386,11319.94,2024-04-13 23:00:00,18.6565,0.0
2387,10429.75,2024-04-14 01:00:00,18.2565,0.0
2388,10062.38,2024-04-14 02:00:00,17.9065,0.0
2389,9884.13,2024-04-14 03:00:00,17.6565,0.0
2390,9818.73,2024-04-14 04:00:00,17.5065,0.0
2391,9840.03,2024-04-14 05:00:00,17.5565,0.0
2392,9917.37,2024-04-14 06:00:00,17.456501,0.0
2393,9979.06,2024-04-14 07:00:00,17.3565,0.0
2394,10446.25,2024-04-14 08:00:00,19.206501,0.0
2395,11024.68,2024-04-14 09:00:00,21.4065,0.0
2396,11558.26,2024-04-14 10:00:00,23.3065,0.0
